district,year,month,date,ndvi,ndwi,ndbi,sensor,cloud_cover_pct,data_source,notes
Kanyakumari,2005,9,2005-09-15,0.444,-0.066,0.04,Landsat-8 OLI,4.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2005,10,2005-10-15,0.556,0.084,0.061,Landsat-7 ETM+,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2005,11,2005-11-15,0.474,0.494,0.107,Landsat-5 TM,1.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2005,12,2005-12-15,0.431,-0.161,-0.245,Landsat-7 ETM+,1.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,1,2011-01-15,0.534,-0.168,0.288,Landsat-5 TM,13.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,2,2011-02-15,0.507,0.231,0.131,Sentinel-2B MSI,7.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,3,2011-03-15,0.117,0.248,0.245,Sentinel-2B MSI,9.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,4,2011-04-15,0.221,-0.389,-0.136,Landsat-7 ETM+,11.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,5,2011-05-15,0.282,-0.346,-0.161,Landsat-7 ETM+,8.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,6,2011-06-15,0.723,0.178,-0.039,Landsat-7 ETM+,11.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,7,2011-07-15,0.615,0.322,-0.06,Landsat-5 TM,6.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,8,2011-08-15,0.686,0.338,0.275,Sentinel-2A MSI,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,9,2011-09-15,0.561,0.348,-0.002,Landsat-7 ETM+,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,10,2011-10-15,0.726,0.276,0.113,Landsat-5 TM,11.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,11,2011-11-15,0.384,-0.149,-0.103,Sentinel-2A MSI,10.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2011,12,2011-12-15,0.501,0.022,-0.191,Landsat-5 TM,14.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,1,2015-01-15,0.465,-0.328,-0.202,Sentinel-2A MSI,6.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,2,2015-02-15,0.452,-0.382,-0.055,Landsat-5 TM,9.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,3,2015-03-15,0.343,-0.391,-0.022,Landsat-5 TM,10.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,4,2015-04-15,0.311,-0.23,0.037,Sentinel-2A MSI,2.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,5,2015-05-15,0.181,-0.298,-0.158,Landsat-8 OLI,6.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,6,2015-06-15,0.553,-0.024,-0.114,Sentinel-2A MSI,8.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,7,2015-07-15,0.469,0.013,0.272,Landsat-8 OLI,12.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,8,2015-08-15,0.6,0.108,-0.013,Sentinel-2B MSI,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,9,2015-09-15,0.591,-0.059,-0.077,Sentinel-2A MSI,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,10,2015-10-15,0.557,0.144,0.067,Landsat-7 ETM+,4.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,11,2015-11-15,0.435,0.056,0.263,Landsat-7 ETM+,8.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Kanyakumari,2015,12,2015-12-15,0.477,0.185,0.274,Sentinel-2A MSI,14.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Kanyakumari, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,1,2005-01-15,0.422,0.182,-0.212,Sentinel-2A MSI,10.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,2,2005-02-15,0.358,-0.223,-0.165,Sentinel-2A MSI,11.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,3,2005-03-15,0.214,-0.065,-0.03,Sentinel-2B MSI,13.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,4,2005-04-15,0.316,-0.374,0.283,Sentinel-2B MSI,8.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,5,2005-05-15,0.294,-0.226,0.116,Landsat-7 ETM+,9.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,6,2005-06-15,0.512,0.274,-0.03,Landsat-8 OLI,14.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,7,2005-07-15,0.53,-0.019,0.031,Sentinel-2B MSI,8.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,8,2005-08-15,0.628,0.062,0.005,Sentinel-2B MSI,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,9,2005-09-15,0.545,0.138,-0.088,Landsat-5 TM,1.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,10,2005-10-15,0.696,0.018,0.0,Landsat-7 ETM+,7.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,11,2005-11-15,0.379,0.305,-0.001,Landsat-5 TM,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Karur,2005,12,2005-12-15,0.474,0.394,0.106,Landsat-7 ETM+,13.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,1,2011-01-15,0.5,-0.014,-0.068,Sentinel-2A MSI,14.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,2,2011-02-15,0.387,-0.271,0.102,Sentinel-2A MSI,5.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,3,2011-03-15,0.336,-0.085,-0.014,Landsat-5 TM,10.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,4,2011-04-15,0.216,0.166,-0.216,Landsat-5 TM,12.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,5,2011-05-15,0.244,-0.262,-0.187,Sentinel-2A MSI,7.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,6,2011-06-15,0.651,0.228,0.073,Landsat-8 OLI,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,7,2011-07-15,0.555,0.272,0.19,Sentinel-2B MSI,8.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,8,2011-08-15,0.633,-0.033,-0.186,Landsat-8 OLI,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,9,2011-09-15,0.595,-0.103,-0.039,Landsat-7 ETM+,7.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,10,2011-10-15,0.653,0.451,-0.155,Landsat-7 ETM+,7.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,11,2011-11-15,0.36,0.116,-0.221,Landsat-8 OLI,14.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Karur,2011,12,2011-12-15,0.416,0.069,0.059,Sentinel-2A MSI,6.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,1,2015-01-15,0.469,-0.089,-0.158,Sentinel-2B MSI,0.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,2,2015-02-15,0.481,-0.208,0.046,Landsat-7 ETM+,11.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,3,2015-03-15,0.29,-0.053,0.031,Sentinel-2B MSI,1.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,4,2015-04-15,0.337,-0.143,0.202,Landsat-5 TM,11.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,5,2015-05-15,0.21,-0.102,0.155,Landsat-7 ETM+,4.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,6,2015-06-15,0.745,0.044,0.199,Sentinel-2A MSI,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,7,2015-07-15,0.516,-0.053,0.156,Landsat-8 OLI,12.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,8,2015-08-15,0.626,0.231,0.182,Landsat-7 ETM+,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,9,2015-09-15,0.624,0.218,-0.157,Landsat-8 OLI,4.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,10,2015-10-15,0.566,0.49,0.124,Landsat-5 TM,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,11,2015-11-15,0.491,-0.158,-0.097,Landsat-7 ETM+,10.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Karur,2015,12,2015-12-15,0.341,0.025,-0.114,Sentinel-2A MSI,7.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Karur, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,1,2005-01-15,0.442,-0.11,-0.001,Landsat-5 TM,6.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,2,2005-02-15,0.519,0.214,0.0,Sentinel-2A MSI,4.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,3,2005-03-15,0.178,0.113,0.152,Sentinel-2A MSI,9.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,4,2005-04-15,0.324,0.157,-0.031,Sentinel-2A MSI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,5,2005-05-15,0.231,-0.201,0.051,Landsat-7 ETM+,8.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,6,2005-06-15,0.58,0.278,-0.223,Landsat-5 TM,9.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,7,2005-07-15,0.653,0.451,-0.163,Sentinel-2A MSI,0.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,8,2005-08-15,0.708,0.282,-0.177,Landsat-8 OLI,2.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,9,2005-09-15,0.707,0.258,-0.112,Landsat-8 OLI,10.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,10,2005-10-15,0.6,0.238,0.149,Landsat-7 ETM+,6.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,11,2005-11-15,0.328,-0.051,-0.207,Sentinel-2B MSI,3.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2005,12,2005-12-15,0.437,0.287,0.199,Sentinel-2A MSI,10.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,1,2011-01-15,0.418,-0.337,0.193,Landsat-5 TM,4.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,2,2011-02-15,0.49,0.141,0.164,Landsat-7 ETM+,9.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,3,2011-03-15,0.242,-0.006,0.086,Landsat-7 ETM+,6.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,4,2011-04-15,0.307,-0.294,-0.024,Sentinel-2A MSI,12.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,5,2011-05-15,0.127,0.127,0.074,Sentinel-2A MSI,5.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,6,2011-06-15,0.608,-0.027,0.105,Landsat-7 ETM+,8.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,7,2011-07-15,0.641,0.345,0.13,Landsat-8 OLI,3.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,8,2011-08-15,0.601,0.074,0.105,Landsat-7 ETM+,7.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,9,2011-09-15,0.484,0.216,0.041,Landsat-5 TM,14.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,10,2011-10-15,0.693,0.403,0.063,Landsat-8 OLI,8.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,11,2011-11-15,0.382,0.491,-0.21,Sentinel-2B MSI,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2011,12,2011-12-15,0.356,-0.158,0.184,Sentinel-2B MSI,4.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,1,2015-01-15,0.519,-0.103,-0.029,Sentinel-2B MSI,8.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,2,2015-02-15,0.339,-0.345,0.257,Landsat-7 ETM+,8.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,3,2015-03-15,0.242,0.184,0.125,Landsat-5 TM,4.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-03. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,4,2015-04-15,0.283,-0.233,-0.116,Sentinel-2A MSI,1.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-04. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,5,2015-05-15,0.228,0.066,0.112,Landsat-7 ETM+,1.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-05. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,6,2015-06-15,0.683,-0.085,0.274,Sentinel-2B MSI,7.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-06. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,7,2015-07-15,0.673,0.06,0.162,Landsat-8 OLI,11.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-07. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,8,2015-08-15,0.525,0.035,-0.014,Sentinel-2B MSI,1.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-08. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,9,2015-09-15,0.671,-0.146,0.0,Landsat-8 OLI,0.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-09. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,10,2015-10-15,0.674,-0.09,0.175,Sentinel-2B MSI,10.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-10. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,11,2015-11-15,0.397,-0.198,0.222,Landsat-5 TM,3.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-11. Replace with real Sentinel-2/Landsat analysis."
Krishnagiri,2015,12,2015-12-15,0.433,-0.095,0.262,Landsat-5 TM,8.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Krishnagiri, 2015-12. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,1,2005-01-15,0.557,-0.106,0.027,Sentinel-2A MSI,13.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-01. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,2,2005-02-15,0.447,0.0,-0.084,Landsat-5 TM,2.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-02. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,3,2005-03-15,0.359,0.268,-0.112,Sentinel-2A MSI,13.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-03. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,4,2005-04-15,0.286,-0.34,0.101,Landsat-8 OLI,3.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-04. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,5,2005-05-15,0.243,0.036,0.105,Sentinel-2B MSI,14.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-05. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,6,2005-06-15,0.777,0.313,0.151,Landsat-7 ETM+,2.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-06. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,7,2005-07-15,0.682,0.179,0.2,Landsat-5 TM,14.3,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-07. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,8,2005-08-15,0.466,0.394,0.25,Landsat-5 TM,3.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-08. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,9,2005-09-15,0.737,0.473,0.385,Landsat-7 ETM+,10.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-09. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,10,2005-10-15,0.52,0.428,0.136,Landsat-8 OLI,6.9,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-10. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,11,2005-11-15,0.508,0.154,0.2,Sentinel-2A MSI,1.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-11. Replace with real Sentinel-2/Landsat analysis."
Madurai,2005,12,2005-12-15,0.457,0.475,-0.02,Landsat-8 OLI,12.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2005-12. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,1,2011-01-15,0.525,0.182,0.029,Sentinel-2A MSI,4.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-01. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,2,2011-02-15,0.335,0.146,0.172,Landsat-7 ETM+,1.6,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-02. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,3,2011-03-15,0.221,-0.315,0.047,Landsat-7 ETM+,6.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-03. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,4,2011-04-15,0.278,-0.337,0.294,Landsat-8 OLI,12.4,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-04. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,5,2011-05-15,0.243,0.185,0.03,Landsat-5 TM,10.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-05. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,6,2011-06-15,0.73,-0.166,0.014,Landsat-7 ETM+,0.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-06. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,7,2011-07-15,0.567,0.324,-0.013,Sentinel-2A MSI,1.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-07. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,8,2011-08-15,0.65,-0.157,0.28,Landsat-7 ETM+,2.0,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-08. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,9,2011-09-15,0.684,0.241,0.205,Sentinel-2B MSI,8.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-09. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,10,2011-10-15,0.683,0.498,-0.041,Sentinel-2A MSI,12.1,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-10. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,11,2011-11-15,0.403,0.366,-0.083,Sentinel-2A MSI,0.8,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-11. Replace with real Sentinel-2/Landsat analysis."
Madurai,2011,12,2011-12-15,0.528,0.307,0.123,Sentinel-2A MSI,10.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2011-12. Replace with real Sentinel-2/Landsat analysis."
Madurai,2015,1,2015-01-15,0.356,-0.269,0.004,Landsat-7 ETM+,0.5,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2015-01. Replace with real Sentinel-2/Landsat analysis."
Madurai,2015,2,2015-02-15,0.448,-0.193,0.077,Sentinel-2B MSI,7.2,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2015-02. Replace with real Sentinel-2/Landsat analysis."
Madurai,2015,3,2015-03-15,0.156,-0.107,0.203,Sentinel-2B MSI,3.7,SYNTHETIC_PLACEHOLDER,"Demo spectral indices for Madurai, 2015-03. Replace with real Sentinel-2/Landsat analysis."
