location_id,district,year,dispute_type,count,status
22,Theni,2021,Ownership/Title Dispute,15,Pending
22,Theni,2021,Partition Suit,8,Disposed
22,Theni,2021,Encroachment,20,Disposed
22,Theni,2021,Tenancy Dispute,18,Disposed
22,Theni,2021,Land Acquisition Compensation,11,Pending
22,Theni,2022,Boundary Dispute,18,Pending
22,Theni,2022,Ownership/Title Dispute,24,Pending
22,Theni,2022,Partition Suit,10,Pending
22,Theni,2022,Encroachment,14,Pending
22,Theni,2022,Tenancy Dispute,10,Disposed
22,Theni,2022,Land Acquisition Compensation,20,Pending
22,Theni,2023,Boundary Dispute,14,Under Appeal
22,Theni,2023,Ownership/Title Dispute,17,Under Appeal
22,Theni,2023,Partition Suit,13,Pending
22,Theni,2023,Encroachment,11,Pending
22,Theni,2023,Tenancy Dispute,21,Disposed
22,Theni,2023,Land Acquisition Compensation,17,Under Appeal
22,Theni,2024,Boundary Dispute,16,Pending
22,Theni,2024,Ownership/Title Dispute,15,Pending
22,Theni,2024,Partition Suit,11,Pending
22,Theni,2024,Encroachment,12,Under Appeal
22,Theni,2024,Tenancy Dispute,11,Pending
22,Theni,2024,Land Acquisition Compensation,20,Disposed
23,Thiruvallur,2021,Boundary Dispute,16,Pending
23,Thiruvallur,2021,Ownership/Title Dispute,14,Pending
23,Thiruvallur,2021,Partition Suit,10,Under Appeal
23,Thiruvallur,2021,Encroachment,13,Pending
23,Thiruvallur,2021,Tenancy Dispute,16,Disposed
23,Thiruvallur,2021,Land Acquisition Compensation,27,Pending
23,Thiruvallur,2022,Boundary Dispute,23,Disposed
23,Thiruvallur,2022,Ownership/Title Dispute,17,Disposed
23,Thiruvallur,2022,Partition Suit,12,Pending
23,Thiruvallur,2022,Encroachment,14,Disposed
23,Thiruvallur,2022,Tenancy Dispute,21,Pending
23,Thiruvallur,2022,Land Acquisition Compensation,12,Pending
23,Thiruvallur,2023,Boundary Dispute,20,Pending
23,Thiruvallur,2023,Ownership/Title Dispute,14,Pending
23,Thiruvallur,2023,Partition Suit,14,Pending
23,Thiruvallur,2023,Encroachment,14,Pending
23,Thiruvallur,2023,Tenancy Dispute,15,Pending
23,Thiruvallur,2023,Land Acquisition Compensation,15,Pending
23,Thiruvallur,2024,Boundary Dispute,15,Pending
23,Thiruvallur,2024,Ownership/Title Dispute,14,Disposed
23,Thiruvallur,2024,Partition Suit,13,Pending
23,Thiruvallur,2024,Encroachment,13,Disposed
23,Thiruvallur,2024,Tenancy Dispute,14,Disposed
23,Thiruvallur,2024,Land Acquisition Compensation,11,Pending
24,Thiruvarur,2021,Boundary Dispute,20,Under Appeal
24,Thiruvarur,2021,Ownership/Title Dispute,16,Disposed
24,Thiruvarur,2021,Partition Suit,11,Under Appeal
24,Thiruvarur,2021,Encroachment,7,Pending
24,Thiruvarur,2021,Tenancy Dispute,16,Pending
24,Thiruvarur,2021,Land Acquisition Compensation,14,Pending
24,Thiruvarur,2022,Boundary Dispute,8,Under Appeal
24,Thiruvarur,2022,Ownership/Title Dispute,15,Disposed
24,Thiruvarur,2022,Partition Suit,14,Pending
24,Thiruvarur,2022,Encroachment,17,Pending
24,Thiruvarur,2022,Tenancy Dispute,10,Pending
24,Thiruvarur,2022,Land Acquisition Compensation,18,Pending
24,Thiruvarur,2023,Boundary Dispute,22,Pending
24,Thiruvarur,2023,Ownership/Title Dispute,12,Disposed
24,Thiruvarur,2023,Partition Suit,6,Pending
24,Thiruvarur,2023,Encroachment,17,Under Appeal
24,Thiruvarur,2023,Tenancy Dispute,13,Pending
24,Thiruvarur,2023,Land Acquisition Compensation,17,Pending
24,Thiruvarur,2024,Boundary Dispute,17,Pending
24,Thiruvarur,2024,Ownership/Title Dispute,16,Pending
24,Thiruvarur,2024,Partition Suit,17,Pending
24,Thiruvarur,2024,Encroachment,13,Under Appeal
24,Thiruvarur,2024,Tenancy Dispute,22,Disposed
24,Thiruvarur,2024,Land Acquisition Compensation,15,Disposed
25,Thoothukkudi,2021,Boundary Dispute,15,Disposed
25,Thoothukkudi,2021,Ownership/Title Dispute,20,Under Appeal
25,Thoothukkudi,2021,Partition Suit,13,Under Appeal
25,Thoothukkudi,2021,Encroachment,23,Pending
25,Thoothukkudi,2021,Tenancy Dispute,16,Disposed
25,Thoothukkudi,2021,Land Acquisition Compensation,26,Pending
25,Thoothukkudi,2022,Boundary Dispute,23,Disposed
25,Thoothukkudi,2022,Ownership/Title Dispute,17,Pending
25,Thoothukkudi,2022,Partition Suit,16,Disposed
25,Thoothukkudi,2022,Encroachment,11,Disposed
25,Thoothukkudi,2022,Tenancy Dispute,15,Pending
25,Thoothukkudi,2022,Land Acquisition Compensation,11,Pending
25,Thoothukkudi,2023,Boundary Dispute,12,Under Appeal
25,Thoothukkudi,2023,Ownership/Title Dispute,15,Pending
25,Thoothukkudi,2023,Partition Suit,18,Pending
25,Thoothukkudi,2023,Encroachment,14,Pending
25,Thoothukkudi,2023,Tenancy Dispute,15,Pending
25,Thoothukkudi,2023,Land Acquisition Compensation,17,Disposed
25,Thoothukkudi,2024,Boundary Dispute,18,Under Appeal
25,Thoothukkudi,2024,Ownership/Title Dispute,19,Pending
25,Thoothukkudi,2024,Partition Suit,19,Disposed
25,Thoothukkudi,2024,Encroachment,14,Pending
25,Thoothukkudi,2024,Tenancy Dispute,14,Disposed
25,Thoothukkudi,2024,Land Acquisition Compensation,22,Pending
26,Tiruchirappalli,2021,Boundary Dispute,25,Pending
26,Tiruchirappalli,2021,Ownership/Title Dispute,22,Pending
26,Tiruchirappalli,2021,Partition Suit,24,Pending
26,Tiruchirappalli,2021,Encroachment,23,Under Appeal
26,Tiruchirappalli,2021,Tenancy Dispute,24,Pending
26,Tiruchirappalli,2021,Land Acquisition Compensation,29,Pending
26,Tiruchirappalli,2022,Boundary Dispute,18,Under Appeal
26,Tiruchirappalli,2022,Ownership/Title Dispute,23,Under Appeal
26,Tiruchirappalli,2022,Partition Suit,30,Pending
26,Tiruchirappalli,2022,Encroachment,21,Pending
26,Tiruchirappalli,2022,Tenancy Dispute,19,Pending
26,Tiruchirappalli,2022,Land Acquisition Compensation,24,Pending
26,Tiruchirappalli,2023,Boundary Dispute,29,Pending
26,Tiruchirappalli,2023,Ownership/Title Dispute,19,Pending
26,Tiruchirappalli,2023,Partition Suit,28,Pending
26,Tiruchirappalli,2023,Encroachment,21,Pending
26,Tiruchirappalli,2023,Tenancy Dispute,21,Disposed
26,Tiruchirappalli,2023,Land Acquisition Compensation,27,Disposed
26,Tiruchirappalli,2024,Boundary Dispute,18,Disposed
26,Tiruchirappalli,2024,Ownership/Title Dispute,26,Pending
26,Tiruchirappalli,2024,Partition Suit,15,Pending
26,Tiruchirappalli,2024,Encroachment,25,Pending
26,Tiruchirappalli,2024,Tenancy Dispute,20,Pending
26,Tiruchirappalli,2024,Land Acquisition Compensation,41,Pending
27,Tirunelveli,2021,Boundary Dispute,18,Pending
27,Tirunelveli,2021,Ownership/Title Dispute,10,Pending
27,Tirunelveli,2021,Partition Suit,13,Under Appeal
27,Tirunelveli,2021,Encroachment,17,Pending
27,Tirunelveli,2021,Tenancy Dispute,13,Pending
27,Tirunelveli,2021,Land Acquisition Compensation,13,Disposed
27,Tirunelveli,2022,Boundary Dispute,14,Disposed
27,Tirunelveli,2022,Ownership/Title Dispute,12,Pending
27,Tirunelveli,2022,Partition Suit,17,Pending
27,Tirunelveli,2022,Encroachment,23,Pending
27,Tirunelveli,2022,Tenancy Dispute,17,Pending
27,Tirunelveli,2022,Land Acquisition Compensation,12,Pending
27,Tirunelveli,2023,Boundary Dispute,19,Under Appeal
27,Tirunelveli,2023,Ownership/Title Dispute,14,Disposed
27,Tirunelveli,2023,Partition Suit,12,Disposed
27,Tirunelveli,2023,Encroachment,16,Pending
27,Tirunelveli,2023,Tenancy Dispute,12,Pending
27,Tirunelveli,2023,Land Acquisition Compensation,22,Disposed
27,Tirunelveli,2024,Boundary Dispute,9,Disposed
27,Tirunelveli,2024,Ownership/Title Dispute,16,Pending
27,Tirunelveli,2024,Partition Suit,17,Disposed
27,Tirunelveli,2024,Encroachment,20,Pending
27,Tirunelveli,2024,Tenancy Dispute,14,Pending
27,Tirunelveli,2024,Land Acquisition Compensation,26,Under Appeal
28,Tiruppur,2021,Boundary Dispute,19,Disposed
28,Tiruppur,2021,Ownership/Title Dispute,19,Disposed
28,Tiruppur,2021,Partition Suit,16,Under Appeal
28,Tiruppur,2021,Encroachment,22,Pending
28,Tiruppur,2021,Tenancy Dispute,25,Pending
28,Tiruppur,2021,Land Acquisition Compensation,18,Pending
28,Tiruppur,2022,Boundary Dispute,22,Pending
28,Tiruppur,2022,Ownership/Title Dispute,16,Disposed
28,Tiruppur,2022,Partition Suit,18,Under Appeal
28,Tiruppur,2022,Encroachment,18,Disposed
28,Tiruppur,2022,Tenancy Dispute,27,Disposed
28,Tiruppur,2022,Land Acquisition Compensation,26,Disposed
28,Tiruppur,2023,Boundary Dispute,18,Pending
28,Tiruppur,2023,Ownership/Title Dispute,23,Disposed
28,Tiruppur,2023,Partition Suit,22,Pending
28,Tiruppur,2023,Encroachment,23,Disposed
28,Tiruppur,2023,Tenancy Dispute,18,Pending
28,Tiruppur,2023,Land Acquisition Compensation,18,Under Appeal
28,Tiruppur,2024,Boundary Dispute,20,Disposed
28,Tiruppur,2024,Ownership/Title Dispute,20,Pending
28,Tiruppur,2024,Partition Suit,23,Pending
28,Tiruppur,2024,Encroachment,19,Pending
28,Tiruppur,2024,Tenancy Dispute,25,Disposed
28,Tiruppur,2024,Land Acquisition Compensation,18,Disposed
29,Tiruvannamalai,2021,Boundary Dispute,12,Pending
29,Tiruvannamalai,2021,Ownership/Title Dispute,17,Pending
29,Tiruvannamalai,2021,Partition Suit,17,Pending
29,Tiruvannamalai,2021,Encroachment,17,Disposed
29,Tiruvannamalai,2021,Tenancy Dispute,12,Pending
29,Tiruvannamalai,2021,Land Acquisition Compensation,15,Pending
29,Tiruvannamalai,2022,Boundary Dispute,18,Disposed
29,Tiruvannamalai,2022,Ownership/Title Dispute,11,Pending
29,Tiruvannamalai,2022,Partition Suit,11,Pending
29,Tiruvannamalai,2022,Encroachment,25,Pending
29,Tiruvannamalai,2022,Tenancy Dispute,22,Under Appeal
29,Tiruvannamalai,2022,Land Acquisition Compensation,12,Disposed
29,Tiruvannamalai,2023,Boundary Dispute,10,Disposed
29,Tiruvannamalai,2023,Ownership/Title Dispute,17,Pending
29,Tiruvannamalai,2023,Partition Suit,17,Pending
29,Tiruvannamalai,2023,Encroachment,13,Pending
29,Tiruvannamalai,2023,Tenancy Dispute,16,Under Appeal
29,Tiruvannamalai,2023,Land Acquisition Compensation,14,Disposed
29,Tiruvannamalai,2024,Boundary Dispute,8,Pending
29,Tiruvannamalai,2024,Ownership/Title Dispute,9,Pending
29,Tiruvannamalai,2024,Partition Suit,8,Pending
29,Tiruvannamalai,2024,Encroachment,14,Disposed
29,Tiruvannamalai,2024,Tenancy Dispute,13,Pending
29,Tiruvannamalai,2024,Land Acquisition Compensation,11,Pending
30,Vellore,2021,Boundary Dispute,17,Disposed
30,Vellore,2021,Ownership/Title Dispute,23,Under Appeal
30,Vellore,2021,Partition Suit,20,Pending
30,Vellore,2021,Encroachment,21,Pending
30,Vellore,2021,Tenancy Dispute,24,Pending
30,Vellore,2021,Land Acquisition Compensation,22,Pending
30,Vellore,2022,Boundary Dispute,18,Disposed
30,Vellore,2022,Ownership/Title Dispute,24,Pending
30,Vellore,2022,Partition Suit,20,Disposed
30,Vellore,2022,Encroachment,22,Disposed
30,Vellore,2022,Tenancy Dispute,20,Pending
30,Vellore,2022,Land Acquisition Compensation,17,Pending
30,Vellore,2023,Boundary Dispute,20,Under Appeal
30,Vellore,2023,Ownership/Title Dispute,17,Pending
30,Vellore,2023,Partition Suit,14,Disposed
30,Vellore,2023,Encroachment,20,Pending
30,Vellore,2023,Tenancy Dispute,24,Pending
30,Vellore,2023,Land Acquisition Compensation,12,Disposed
30,Vellore,2024,Boundary Dispute,22,Pending
30,Vellore,2024,Ownership/Title Dispute,24,Under Appeal
30,Vellore,2024,Partition Suit,19,Pending
30,Vellore,2024,Encroachment,20,Pending
30,Vellore,2024,Tenancy Dispute,18,Pending
30,Vellore,2024,Land Acquisition Compensation,23,Pending
31,Viluppuram,2021,Boundary Dispute,16,Disposed
31,Viluppuram,2021,Ownership/Title Dispute,13,Under Appeal
31,Viluppuram,2021,Partition Suit,15,Pending
31,Viluppuram,2021,Encroachment,15,Pending
31,Viluppuram,2021,Tenancy Dispute,22,Pending
31,Viluppuram,2021,Land Acquisition Compensation,15,Under Appeal
31,Viluppuram,2022,Boundary Dispute,21,Pending
31,Viluppuram,2022,Ownership/Title Dispute,11,Pending
31,Viluppuram,2022,Partition Suit,23,Pending
31,Viluppuram,2022,Encroachment,17,Pending
31,Viluppuram,2022,Tenancy Dispute,16,Disposed
31,Viluppuram,2022,Land Acquisition Compensation,16,Disposed
31,Viluppuram,2023,Boundary Dispute,9,Disposed
31,Viluppuram,2023,Ownership/Title Dispute,15,Under Appeal
31,Viluppuram,2023,Partition Suit,26,Under Appeal
31,Viluppuram,2023,Encroachment,11,Pending
31,Viluppuram,2023,Tenancy Dispute,10,Pending
31,Viluppuram,2023,Land Acquisition Compensation,11,Under Appeal
31,Viluppuram,2024,Boundary Dispute,14,Disposed
31,Viluppuram,2024,Ownership/Title Dispute,15,Pending
31,Viluppuram,2024,Partition Suit,15,Disposed
31,Viluppuram,2024,Encroachment,23,Pending
31,Viluppuram,2024,Tenancy Dispute,15,Pending
31,Viluppuram,2024,Land Acquisition Compensation,14,Pending
32,Virudhunagar,2021,Boundary Dispute,12,Pending
32,Virudhunagar,2021,Ownership/Title Dispute,12,Pending
32,Virudhunagar,2021,Partition Suit,18,Pending
32,Virudhunagar,2021,Encroachment,11,Pending
32,Virudhunagar,2021,Tenancy Dispute,20,Under Appeal
32,Virudhunagar,2021,Land Acquisition Compensation,9,Pending
32,Virudhunagar,2022,Boundary Dispute,15,Under Appeal
32,Virudhunagar,2022,Ownership/Title Dispute,8,Pending
32,Virudhunagar,2022,Partition Suit,15,Pending
32,Virudhunagar,2022,Encroachment,12,Disposed
32,Virudhunagar,2022,Tenancy Dispute,11,Disposed
32,Virudhunagar,2022,Land Acquisition Compensation,13,Pending
32,Virudhunagar,2023,Boundary Dispute,11,Pending
32,Virudhunagar,2023,Ownership/Title Dispute,11,Pending
32,Virudhunagar,2023,Partition Suit,15,Pending
32,Virudhunagar,2023,Encroachment,13,Under Appeal
32,Virudhunagar,2023,Tenancy Dispute,7,Pending
32,Virudhunagar,2023,Land Acquisition Compensation,14,Pending
32,Virudhunagar,2024,Boundary Dispute,15,Disposed
32,Virudhunagar,2024,Ownership/Title Dispute,8,Pending
32,Virudhunagar,2024,Partition Suit,13,Pending
32,Virudhunagar,2024,Encroachment,19,Disposed
32,Virudhunagar,2024,Tenancy Dispute,21,Disposed
32,Virudhunagar,2024,Land Acquisition Compensation,13,Pending
